_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-13,R-HSA-190236,Signaling by FGFR,M1,1,0
1,-3.8,GO:0090665,glycoprotein complex,M1,1,0
1,-3.7,GO:0045664,regulation of neuron differentiation,M1,1,0
1,-3,GO:0045651,positive regulation of macrophage differentiation,M1,1,0
1,-2.5,M5426,GSE3982 MAST CELL VS DC UP,M1,1,0
1,-8.8,GO:0070533,BRCA1-C complex,M1,1,0
1,-4.4,GO:1905477,positive regulation of protein localization to membrane,M1,1,0
1,-12,GO:0009791,post-embryonic development,M1,1,0
1,-3.6,GO:0016574,histone ubiquitination,M1,1,0
1,-5,M4023,FLECHNER BIOPSY KIDNEY TRANSPLANT OK VS DONOR UP,M1,1,0
1,-4.2,GO:0052547,regulation of peptidase activity,M1,1,0
1,-2.2,GO:0045807,positive regulation of endocytosis,M1,1,0
1,-8.9,M5652,FARMER BREAST CANCER BASAL VS LULMINAL,M1,1,0
1,-2.4,GO:0071684,organism emergence from protective structure,M1,1,0
1,-7.4,R-HSA-8878166,Transcriptional regulation by RUNX2,M1,1,0
1,-4,GO:0007272,ensheathment of neurons,M1,1,0
1,-8.6,M207,PID RETINOIC ACID PATHWAY,M1,1,0
1,-3.7,GO:2001026,regulation of endothelial cell chemotaxis,M1,1,0
1,-27,R-HSA-2219528,PI3K/AKT Signaling in Cancer,M1,1,0
1,-4.2,GO:0009260,ribonucleotide biosynthetic process,M1,1,0
1,-5.3,GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,M1,1,0
1,-6.4,GO:0042593,glucose homeostasis,M1,1,0
1,-3,M3843,GSE17721 POLYIC VS PAM3CSK4 16H BMDC DN,M1,1,0
1,-4.4,M9779,GSE44649 NAIVE VS ACTIVATED CD8 TCELL DN,M1,1,0
1,-4.7,WP4758,Nephrotic syndrome,M1,1,0
1,-2.4,M9550,GSE41978 WT VS ID2 KO AND BIM KO KLRG1 LOW EFFECTOR CD8 TCELL UP,M1,1,0
1,-6.6,M1315,SIG PIP3 SIGNALING IN B LYMPHOCYTES,M1,1,0
1,-2.4,GO:0034243,regulation of transcription elongation by RNA polymerase II,M1,1,0
1,-5.7,GO:0001823,mesonephros development,M1,1,0
1,-2.2,GO:0055074,calcium ion homeostasis,M1,1,0
1,-5.8,GO:0086012,membrane depolarization during cardiac muscle cell action potential,M1,1,0
1,-4.8,GO:1902750,negative regulation of cell cycle G2/M phase transition,M1,1,0
1,-2.5,GO:1901863,positive regulation of muscle tissue development,M1,1,0
1,-7.6,CORUM:2920,Respiratory chain complex I (lambda subunit) mitochondrial,M1,1,0
1,-2.1,GO:0042886,amide transport,M1,1,0
1,-18,WP286,IL-3 signaling pathway,M1,1,0
1,-2.2,GO:0034446,substrate adhesion-dependent cell spreading,M1,1,0
1,-5.4,M9880,ABRAHAM ALPC VS MULTIPLE MYELOMA DN,M1,1,0
1,-3.5,GO:0032760,positive regulation of tumor necrosis factor production,M1,1,0
1,-6.2,GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,M1,1,0
1,-2.5,M5145,GSE360 CTRL VS L MAJOR DC UP,M1,1,0
1,-2.4,GO:0010463,mesenchymal cell proliferation,M1,1,0
1,-4.7,R-HSA-418885,DCC mediated attractive signaling,M1,1,0
1,-15,GO:0006310,DNA recombination,M1,1,0
1,-5,GO:0035004,phosphatidylinositol 3-kinase activity,M1,1,0
1,-3.7,M6722,GSE6259 FLT3L INDUCED VS WT SPLENIC DC 33D1 POS DN,M1,1,0
1,-3,M6146,GSE1112 OT1 VS HY CD8AB THYMOCYTE RTOC CULTURE DN,M1,1,0
1,-10,CORUM:6163,BBSome,M1,1,0
1,-5.3,GO:1902743,regulation of lamellipodium organization,M1,1,0
1,-13,GO:0010942,positive regulation of cell death,M1,1,0
1,-5.1,WP5118,SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome,M1,1,0
1,-2.8,GO:0015698,inorganic anion transport,M1,1,0
1,-3.9,R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,M1,1,0
1,-6.6,GO:0050778,positive regulation of immune response,M1,1,0
1,-3.2,M4065,ZHU CMV 24 HR DN,M1,1,0
1,-4.2,R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,M1,1,0
1,-4.5,GO:0006753,nucleoside phosphate metabolic process,M1,1,0
1,-12,GO:0009612,response to mechanical stimulus,M1,1,0
1,-3.7,M2157,DUTERTRE ESTRADIOL RESPONSE 24HR DN,M1,1,0
1,-2.9,R-HSA-9664433,Leishmania parasite growth and survival,M1,1,0
1,-17,GO:0001568,blood vessel development,M1,1,0
1,-2.6,GO:0035162,embryonic hemopoiesis,M1,1,0
1,-8.8,GO:0042330,taxis,M1,1,0
1,-6.3,M17923,BOQUEST STEM CELL CULTURED VS FRESH UP,M1,1,0
1,-2.1,GO:0003382,epithelial cell morphogenesis,M1,1,0
1,-11,R-HSA-975871,MyD88 cascade initiated on plasma membrane,M1,1,0
1,-4.3,GO:0003356,regulation of cilium beat frequency,M1,1,0
1,-6.4,R-HSA-4839726,Chromatin organization,M1,1,0
1,-5.4,M6807,GSE7218 IGM VS IGG SIGNAL THGOUGH ANTIGEN BCELL UP,M1,1,0
1,-4.1,R-HSA-5696398,Nucleotide Excision Repair,M1,1,0
1,-7.9,GO:0001819,positive regulation of cytokine production,M1,1,0
1,-3.4,M1820,MATZUK CENTRAL FOR FEMALE FERTILITY,M1,1,0
1,-12,WP5144,NRP1-triggered signaling pathways in pancreatic cancer,M1,1,0
1,-2,M2693,P53 DN.V2 DN,M1,1,0
1,-2.1,GO:0044091,membrane biogenesis,M1,1,0
1,-2.3,GO:0007431,salivary gland development,M1,1,0
1,-31,M15356,PUJANA BREAST CANCER LIT INT NETWORK,M1,1,0
1,-4.1,GO:0036303,lymph vessel morphogenesis,M1,1,0
1,-4.3,GO:0030291,protein serine/threonine kinase inhibitor activity,M1,1,0
1,-3.1,M2725,MEK UP.V1 UP,M1,1,0
1,-2.4,GO:0071467,cellular response to pH,M1,1,0
1,-5,GO:0046474,glycerophospholipid biosynthetic process,M1,1,0
1,-23,hsa04722,Neurotrophin signaling pathway,M1,1,0
1,-2.5,GO:0050770,regulation of axonogenesis,M1,1,0
1,-4.1,M17742,SMITH TERT TARGETS UP,M1,1,0
1,-3.8,WP5039,SARS-CoV-2 innate immunity evasion and cell-specific immune response,M1,1,0
1,-2.6,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,M1,1,0
1,-2.4,M5995,GSE411 100MIN VS 400MIN IL6 STIM SOCS3 KO MACROPHAGE DN,M1,1,0
1,-3.7,M5256,GSE360 T GONDII VS B MALAYI LOW DOSE MAC UP,M1,1,0
1,-3,M5159,GSE360 CTRL VS L DONOVANI MAC DN,M1,1,0
1,-6.2,M159,PID AMB2 NEUTROPHILS PATHWAY,M1,1,0
1,-14,M2,PID SMAD2 3NUCLEAR PATHWAY,M1,1,0
1,-4.1,GO:0042552,myelination,M1,1,0
1,-8.8,GO:0098771,inorganic ion homeostasis,M1,1,0
1,-2.2,M4752,WATANABE RECTAL CANCER RADIOTHERAPY RESPONSIVE DN,M1,1,0
1,-3,M6839,GSE7548 NAIVE VS DAY28 PCC IMMUNIZATION CD4 TCELL UP,M1,1,0
1,-2.3,M17299,CHARAFE BREAST CANCER LUMINAL VS MESENCHYMAL UP,M1,1,0
1,-21,GO:0001501,skeletal system development,M1,1,0
1,-5.3,GO:0099536,synaptic signaling,M1,1,0
1,-20,GO:0071214,cellular response to abiotic stimulus,M1,1,0
1,-2.5,M2477,ALFANO MYC TARGETS,M1,1,0
1,-6.9,GO:0030850,prostate gland development,M1,1,0
1,-3.1,GO:0001217,DNA-binding transcription repressor activity,M1,1,0
1,-3.7,M6131,GSE2770 IL12 AND TGFB ACT VS ACT CD4 TCELL 48H UP,M1,1,0
1,-3.7,M7366,GSE20198 UNTREATED VS IFNA TREATED ACT CD4 TCELL UP,M1,1,0
1,-8.7,GO:0071695,anatomical structure maturation,M1,1,0
1,-5,GO:0008137,NADH dehydrogenase (ubiquinone) activity,M1,1,0
1,-2.4,M1770,GAZIN EPIGENETIC SILENCING BY KRAS,M1,1,0
1,-2.3,M2765,ESC J1 UP LATE.V1 DN,M1,1,0
1,-8.3,GO:0031344,regulation of cell projection organization,M1,1,0
1,-3.3,M15565,ZHU CMV 24 HR UP,M1,1,0
1,-6.5,GO:0043560,insulin receptor substrate binding,M1,1,0
1,-2.5,M4727,GSE2706 LPS VS R848 AND LPS 8H STIM DC UP,M1,1,0
1,-3.2,M64,PID S1P S1P4 PATHWAY,M1,1,0
1,-8.3,WP4496,Signal transduction through IL1R,M1,1,0
1,-14,M94,PID FAS PATHWAY,M1,1,0
1,-8.9,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,M1,1,0
1,-2.5,GO:0000794,condensed nuclear chromosome,M1,1,0
1,-4.7,M2511,ZHANG ADIPOGENESIS BY BMP7,M1,1,0
1,-6,WP314,Fas ligand pathway and stress induction of heat shock proteins,M1,1,0
1,-3.5,M11250,FRASOR RESPONSE TO SERM OR FULVESTRANT DN,M1,1,0
1,-2.4,M3638,GSE15930 STIM VS STIM AND TRICHOSTATINA 48H CD8 T CELL DN,M1,1,0
1,-3.8,GO:0035518,histone H2A monoubiquitination,M1,1,0
1,-6.4,R-HSA-5357801,Programmed Cell Death,M1,1,0
1,-7.3,WP5053,Development of ureteric collection system,M1,1,0
1,-3.2,GO:0060675,ureteric bud morphogenesis,M1,1,0
1,-2.5,GO:0042311,vasodilation,M1,1,0
1,-2.5,M4434,GSE22886 NAIVE VS IGM MEMORY BCELL UP,M1,1,0
1,-8.5,GO:0035113,embryonic appendage morphogenesis,M1,1,0
1,-7.1,GO:0010675,regulation of cellular carbohydrate metabolic process,M1,1,0
1,-2.6,GO:0035020,regulation of Rac protein signal transduction,M1,1,0
1,-2.5,M9590,GSE42021 CD24INT VS CD24LOW TREG THYMUS DN,M1,1,0
1,-3.6,GO:0000018,regulation of DNA recombination,M1,1,0
1,-6.4,GO:0002449,lymphocyte mediated immunity,M1,1,0
1,-10,WP254,Apoptosis,M1,1,0
1,-6.8,WP4970,Galanin receptor pathway,M1,1,0
1,-3.8,R-HSA-9668250,Defective factor IX causes hemophilia B,M1,1,0
1,-5.1,GO:0038108,negative regulation of appetite by leptin-mediated signaling pathway,M1,1,0
1,-9.4,GO:0048858,cell projection morphogenesis,M1,1,0
1,-4.2,GO:1902106,negative regulation of leukocyte differentiation,M1,1,0
1,-12,hsa05131,Shigellosis,M1,1,0
1,-4,GO:0008361,regulation of cell size,M1,1,0
1,-11,GO:0006298,mismatch repair,M1,1,0
1,-2.3,GO:0045069,regulation of viral genome replication,M1,1,0
1,-8.9,R-HSA-1368082,RORA activates gene expression,M1,1,0
1,-6.7,GO:0060324,face development,M1,1,0
1,-2.6,M2630,E2F1 UP.V1 DN,M1,1,0
1,-8.7,WP4352,Ciliary landscape,M1,1,0
1,-16,R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",M1,1,0
1,-4.4,GO:0031346,positive regulation of cell projection organization,M1,1,0
1,-6.1,M33,PID GLYPICAN 1PATHWAY,M1,1,0
1,-5.7,GO:0032299,ribonuclease H2 complex,M1,1,0
1,-3.9,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,M1,1,0
1,-10,GO:0045494,photoreceptor cell maintenance,M1,1,0
1,-9.1,GO:0032438,melanosome organization,M1,1,0
1,-4.4,GO:0045671,negative regulation of osteoclast differentiation,M1,1,0
1,-2.5,M5877,GSE9988 ANTI TREM1 AND LPS VS CTRL TREATED MONOCYTES DN,M1,1,0
1,-9,GO:0031667,response to nutrient levels,M1,1,0
1,-5,GO:0031295,T cell costimulation,M1,1,0
1,-2.5,M4063,GSE17721 LPS VS GARDIQUIMOD 24H BMDC UP,M1,1,0
1,-5.1,GO:0097730,non-motile cilium,M1,1,0
1,-2.7,GO:0071548,response to dexamethasone,M1,1,0
1,-2.9,GO:2000144,positive regulation of DNA-templated transcription initiation,M1,1,0
1,-2.2,WP4752,Base excision repair,M1,1,0
1,-6.5,GO:0030318,melanocyte differentiation,M1,1,0
1,-3.7,M3005,NABA COLLAGENS,M1,1,0
1,-4,GO:0061733,peptide-lysine-N-acetyltransferase activity,M1,1,0
1,-9.8,GO:0034764,positive regulation of transmembrane transport,M1,1,0
1,-2.8,GO:0030104,water homeostasis,M1,1,0
1,-3.6,GO:0048232,male gamete generation,M1,1,0
1,-2.7,M2293,PASINI SUZ12 TARGETS DN,M1,1,0
1,-8.5,GO:1903232,melanosome assembly,M1,1,0
1,-4.4,M6802,GSE6875 TCONV VS FOXP3 KO TREG DN,M1,1,0
1,-4.6,GO:0048844,artery morphogenesis,M1,1,0
1,-11,WP313,Hepatocyte growth factor receptor signaling,M1,1,0
1,-3.3,R-HSA-5658623,FGFRL1 modulation of FGFR1 signaling,M1,1,0
1,-5.1,M9744,GSE43863 DAY6 EFF VS DAY150 MEM TH1 CD4 TCELL DN,M1,1,0
1,-8.5,R-HSA-5693606,DNA Double Strand Break Response,M1,1,0
1,-2.2,M6721,GSE6259 FLT3L INDUCED VS WT SPLENIC DC 33D1 POS UP,M1,1,0
1,-11,M14072,WINTER HYPOXIA METAGENE,M1,1,0
1,-2,GO:1903305,regulation of regulated secretory pathway,M1,1,0
1,-4.3,WP408,Oxidative stress response,M1,1,0
1,-3.4,M2868,TBK1.DN.48HRS DN,M1,1,0
1,-2.7,GO:0060078,regulation of postsynaptic membrane potential,M1,1,0
1,-2.5,M8507,GSE23568 CTRL VS ID3 TRANSDUCED CD8 TCELL DN,M1,1,0
1,-5.9,GO:0072164,mesonephric tubule development,M1,1,0
1,-2,M2648,CYCLIN D1 KE .V1 UP,M1,1,0
1,-7.3,GO:0060541,respiratory system development,M1,1,0
1,-2.9,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,M1,1,0
1,-7.6,R-HSA-8853884,Transcriptional Regulation by VENTX,M1,1,0
1,-6.7,M2125,CHICAS RB1 TARGETS SENESCENT,M1,1,0
1,-2.5,M3441,GSE1460 INTRATHYMIC T PROGENITOR VS NAIVE CD4 TCELL CORD BLOOD UP,M1,1,0
1,-18,hsa04380,Osteoclast differentiation,M1,1,0
1,-4.4,M3028,KAECH DAY8 EFF VS MEMORY CD8 TCELL DN,M1,1,0
1,-2.4,GO:0051209,release of sequestered calcium ion into cytosol,M1,1,0
1,-2.2,GO:0016342,catenin complex,M1,1,0
1,-9,M278,PID RAC1 PATHWAY,M1,1,0
1,-2.6,M19439,DOANE BREAST CANCER ESR1 UP,M1,1,0
1,-2.3,M12701,MARTINEZ RB1 TARGETS DN,M1,1,0
1,-3.4,GO:0010826,negative regulation of centrosome duplication,M1,1,0
1,-7.6,GO:0086008,voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization,M1,1,0
1,-21,hsa04012,ErbB signaling pathway,M1,1,0
1,-7.3,GO:0070663,regulation of leukocyte proliferation,M1,1,0
1,-3.9,GO:0035051,cardiocyte differentiation,M1,1,0
1,-5.3,GO:0009201,ribonucleoside triphosphate biosynthetic process,M1,1,0
1,-22,hsa05226,Gastric cancer,M1,1,0
1,-8.1,WP3612,Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling,M1,1,0
1,-3.1,GO:0033028,myeloid cell apoptotic process,M1,1,0
1,-2.5,M4502,GAL LEUKEMIC STEM CELL DN,M1,1,0
1,-12,GO:0050953,sensory perception of light stimulus,M1,1,0
1,-3.7,GO:0033034,positive regulation of myeloid cell apoptotic process,M1,1,0
1,-3.4,GO:0090263,positive regulation of canonical Wnt signaling pathway,M1,1,0
1,-4.4,GO:1901992,positive regulation of mitotic cell cycle phase transition,M1,1,0
1,-3.8,R-HSA-2428933,SHC-related events triggered by IGF1R,M1,1,0
1,-7.2,GO:0014032,neural crest cell development,M1,1,0
1,-2.5,M7458,GSE21670 UNTREATED VS IL6 TREATED STAT3 KO CD4 TCELL DN,M1,1,0
1,-3.4,GO:0004861,cyclin-dependent protein serine/threonine kinase inhibitor activity,M1,1,0
1,-2.6,GO:0050806,positive regulation of synaptic transmission,M1,1,0
1,-18,GO:0050678,regulation of epithelial cell proliferation,M1,1,0
1,-5.9,M27,BENPORATH MYC TARGETS WITH EBOX,M1,1,0
1,-8.3,GO:0005244,voltage-gated ion channel activity,M1,1,0
1,-6.3,R-HSA-5654700,FRS-mediated FGFR2 signaling,M1,1,0
1,-2.3,GO:0050714,positive regulation of protein secretion,M1,1,0
1,-6.6,GO:0050921,positive regulation of chemotaxis,M1,1,0
1,-23,hsa05163,Human cytomegalovirus infection,M1,1,0
1,-16,GO:0048863,stem cell differentiation,M1,1,0
1,-3.3,GO:0030177,positive regulation of Wnt signaling pathway,M1,1,0
1,-3.2,GO:0071599,otic vesicle development,M1,1,0
1,-3.3,GO:0001946,lymphangiogenesis,M1,1,0
1,-3.1,M1904,SCHRAETS MLL TARGETS DN,M1,1,0
1,-2.9,M2962,GSE14415 ACT VS CTRL NATURAL TREG DN,M1,1,0
1,-8,GO:0031082,BLOC complex,M1,1,0
1,-2.5,M17856,MULLIGHAN MLL SIGNATURE 1 UP,M1,1,0
1,-5.4,GO:0018105,peptidyl-serine phosphorylation,M1,1,0
1,-2.1,GO:0032259,methylation,M1,1,0
1,-2.5,M8302,GSE26727 WT VS KLF2 KO LPS STIM MACROPHAGE DN,M1,1,0
1,-5.4,M17646,JAIN NFKB SIGNALING,M1,1,0
1,-2.7,GO:0032993,protein-DNA complex,M1,1,0
1,-6,GO:0018212,peptidyl-tyrosine modification,M1,1,0
1,-4.7,GO:0048663,neuron fate commitment,M1,1,0
1,-3,M9322,GSE11961 MARGINAL ZONE BCELL VS PLASMA CELL DAY7 UP,M1,1,0
1,-4,GO:2000351,regulation of endothelial cell apoptotic process,M1,1,0
1,-19,GO:0090596,sensory organ morphogenesis,M1,1,0
1,-3.7,M5242,GSE360 L DONOVANI VS M TUBERCULOSIS MAC DN,M1,1,0
1,-6.5,M1810,DAZARD UV RESPONSE CLUSTER G6,M1,1,0
1,-3,M9649,GSE43955 TH0 VS TGFB IL6 TH17 ACT CD4 TCELL 30H UP,M1,1,0
1,-13,GO:1900180,regulation of protein localization to nucleus,M1,1,0
1,-3.3,M1757,SANSOM APC TARGETS REQUIRE MYC,M1,1,0
1,-5.4,WP5114,Nucleotide excision repair in xeroderma pigmentosum,M1,1,0
1,-9.9,R-HSA-1236394,Signaling by ERBB4,M1,1,0
1,-16,R-HSA-388841,Costimulation by the CD28 family,M1,1,0
1,-23,GO:0009792,embryo development ending in birth or egg hatching,M1,1,0
1,-2.9,GO:0048645,animal organ formation,M1,1,0
1,-3.3,GO:1903201,regulation of oxidative stress-induced cell death,M1,1,0
1,-2.1,M18517,MATSUDA NATURAL KILLER DIFFERENTIATION,M1,1,0
1,-27,GO:0009725,response to hormone,M1,1,0
1,-3.7,GO:0032070,regulation of deoxyribonuclease activity,M1,1,0
1,-2.4,M8217,GSE27670 CTRL VS LMP1 TRANSDUCED GC BCELL DN,M1,1,0
1,-4.8,WP4753,Nucleotide excision repair,M1,1,0
1,-2,M6819,GSE7509 UNSTIM VS TNFA IL1B IL6 PGE STIM DC UP,M1,1,0
1,-4.4,hsa04728,Dopaminergic synapse,M1,1,0
1,-8.5,M45,PID CD40 PATHWAY,M1,1,0
1,-5.2,GO:1990391,DNA repair complex,M1,1,0
1,-3.2,M8124,SMID BREAST CANCER BASAL UP,M1,1,0
1,-3.8,GO:0030218,erythrocyte differentiation,M1,1,0
1,-2.1,M7127,GSE9960 HEALTHY VS SEPSIS PBMC DN,M1,1,0
1,-3,M17261,KAYO AGING MUSCLE DN,M1,1,0
1,-12,GO:0000724,double-strand break repair via homologous recombination,M1,1,0
1,-2.8,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,M1,1,0
1,-6.6,M2368,GOBERT OLIGODENDROCYTE DIFFERENTIATION UP,M1,1,0
1,-4.7,GO:0046890,regulation of lipid biosynthetic process,M1,1,0
1,-13,GO:0071396,cellular response to lipid,M1,1,0
1,-9.8,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,M1,1,0
1,-2.5,M5849,GSE9988 ANTI TREM1 VS ANTI TREM1 AND LPS MONOCYTE DN,M1,1,0
1,-2.4,M19766,WU SILENCED BY METHYLATION IN BLADDER CANCER,M1,1,0
1,-6.4,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,M1,1,0
1,-6.1,GO:0090734,site of DNA damage,M1,1,0
1,-2.2,GO:0060395,SMAD protein signal transduction,M1,1,0
1,-4.4,M9568,GSE41978 ID2 KO VS BIM KO KLRG1 LOW EFFECTOR CD8 TCELL UP,M1,1,0
1,-2.4,M4531,GSE22886 UNSTIM VS IL2 STIM NKCELL DN,M1,1,0
1,-2.4,GO:0035591,signaling adaptor activity,M1,1,0
1,-9.4,GO:0010810,regulation of cell-substrate adhesion,M1,1,0
1,-3.1,M14591,WEIGEL OXIDATIVE STRESS RESPONSE,M1,1,0
1,-2.2,M6100,SENESE HDAC1 TARGETS DN,M1,1,0
1,-2.2,GO:0070664,negative regulation of leukocyte proliferation,M1,1,0
1,-28,GO:0048568,embryonic organ development,M1,1,0
1,-2.4,GO:0006111,regulation of gluconeogenesis,M1,1,0
1,-2.4,M7208,GSE18203 CTRL VS INTRATUMORAL CPG INJ MC38 TUMOR DN,M1,1,0
1,-17,R-HSA-5685942,HDR through Homologous Recombination (HRR),M1,1,0
1,-12,GO:0043583,ear development,M1,1,0
1,-12,hsa04630,JAK-STAT signaling pathway,M1,1,0
1,-2.8,M1780,MCGOWAN RSP6 TARGETS UP,M1,1,0
1,-4,M18264,MOOTHA VOXPHOS,M1,1,0
1,-2.2,GO:1901798,positive regulation of signal transduction by p53 class mediator,M1,1,0
1,-3.7,M4670,GSE26669 CD4 VS CD8 TCELL IN MLR DN,M1,1,0
1,-3.1,M2402,KOHOUTEK CCNT2 TARGETS,M1,1,0
1,-2.6,GO:2000756,regulation of peptidyl-lysine acetylation,M1,1,0
1,-20,GO:0007420,brain development,M1,1,0
1,-6.5,GO:0031348,negative regulation of defense response,M1,1,0
1,-2.3,M14539,BERTUCCI MEDULLARY VS DUCTAL BREAST CANCER UP,M1,1,0
1,-2.6,M1676,SHEN SMARCA2 TARGETS DN,M1,1,0
1,-2.7,GO:0022616,DNA strand elongation,M1,1,0
1,-9.4,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,M1,1,0
1,-3.9,GO:0062013,positive regulation of small molecule metabolic process,M1,1,0
1,-2.3,GO:1902115,regulation of organelle assembly,M1,1,0
1,-5.5,GO:0007292,female gamete generation,M1,1,0
1,-3.5,WP2035,Follicle stimulating hormone (FSH) signaling pathway,M1,1,0
1,-7.6,GO:1903799,negative regulation of miRNA maturation,M1,1,0
1,-9.9,WP2355,Corticotropin-releasing hormone signaling pathway,M1,1,0
1,-3.8,M9642,GALLUZZI PERMEABILIZE MITOCHONDRIA,M1,1,0
1,-3.5,GO:0010624,regulation of Schwann cell proliferation,M1,1,0
1,-4.7,M13251,BROWNE HCMV INFECTION 14HR DN,M1,1,0
1,-3.2,R-HSA-447115,Interleukin-12 family signaling,M1,1,0
1,-15,R-HSA-5654736,Signaling by FGFR1,M1,1,0
1,-22,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,M1,1,0
1,-2.4,GO:1903020,positive regulation of glycoprotein metabolic process,M1,1,0
1,-2.3,GO:0051438,regulation of ubiquitin-protein transferase activity,M1,1,0
1,-3.1,GO:0051785,positive regulation of nuclear division,M1,1,0
1,-3.2,R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors,M1,1,0
1,-2.3,GO:0010811,positive regulation of cell-substrate adhesion,M1,1,0
1,-3.7,M9665,GSE43955 1H VS 42H ACT CD4 TCELL DN,M1,1,0
1,-5.3,GO:0015079,potassium ion transmembrane transporter activity,M1,1,0
1,-4.4,M6667,GSE5589 IL6 KO VS IL10 KO LPS STIM MACROPHAGE 180MIN DN,M1,1,0
1,-3.7,M5746,GSE7852 LN VS THYMUS TCONV DN,M1,1,0
1,-5.1,GO:0032388,positive regulation of intracellular transport,M1,1,0
1,-18,hsa05225,Hepatocellular carcinoma,M1,1,0
1,-2.6,M452,GSE12963 UNINF VS ENV AND NEF DEFICIENT HIV1 INF CD4 TCELL DN,M1,1,0
1,-6.2,GO:0044325,transmembrane transporter binding,M1,1,0
1,-2.4,M7308,GSE18893 TCONV VS TREG 24H TNF STIM UP,M1,1,0
1,-2.1,WP3971,OSX and miRNAs in tooth development,M1,1,0
1,-4,GO:1904892,regulation of receptor signaling pathway via STAT,M1,1,0
1,-11,GO:0032774,RNA biosynthetic process,M1,1,0
1,-6,GO:0035116,embryonic hindlimb morphogenesis,M1,1,0
1,-8.4,GO:0044089,positive regulation of cellular component biogenesis,M1,1,0
1,-3,M8682,GSE34156 UNTREATED VS 24H NOD2 LIGAND TREATED MONOCYTE DN,M1,1,0
1,-2,GO:0006874,cellular calcium ion homeostasis,M1,1,0
1,-2.1,GO:0007617,mating behavior,M1,1,0
1,-3.3,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,M1,1,0
1,-4.9,GO:0005996,monosaccharide metabolic process,M1,1,0
1,-2.3,GO:0009952,anterior/posterior pattern specification,M1,1,0
1,-3.3,M1550,SIMBULAN PARP1 TARGETS UP,M1,1,0
1,-4.7,GO:0032886,regulation of microtubule-based process,M1,1,0
1,-6.5,GO:0003002,regionalization,M1,1,0
1,-6.3,GO:2000027,regulation of animal organ morphogenesis,M1,1,0
1,-2.6,hsa04971,Gastric acid secretion,M1,1,0
1,-15,M261,PID P53 REGULATION PATHWAY,M1,1,0
1,-4.4,M3418,GSE14350 TREG VS TEFF DN,M1,1,0
1,-4.9,GO:0060512,prostate gland morphogenesis,M1,1,0
1,-6.9,GO:0007062,sister chromatid cohesion,M1,1,0
1,-2.1,hsa04916,Melanogenesis,M1,1,0
1,-2.6,M211,PID HEDGEHOG 2PATHWAY,M1,1,0
1,-3,GO:1904427,positive regulation of calcium ion transmembrane transport,M1,1,0
1,-3.1,GO:0061512,protein localization to cilium,M1,1,0
1,-4.6,GO:0001570,vasculogenesis,M1,1,0
1,-9.7,GO:0042803,protein homodimerization activity,M1,1,0
1,-10,GO:0003684,damaged DNA binding,M1,1,0
1,-2.4,M17951,NAKAYAMA SOFT TISSUE TUMORS PCA1 UP,M1,1,0
1,-12,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M1,1,0
1,-9.3,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M1,1,0
1,-7,R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA,M1,1,0
1,-3.7,M3328,GSE14000 TRANSLATED RNA VS MRNA 4H LPS DC UP,M1,1,0
1,-2.2,M3335,HELLER HDAC TARGETS UP,M1,1,0
1,-18,WP1971,Integrated cancer pathway,M1,1,0
1,-2.4,M6263,GSE8835 HEALTHY VS CLL CD8 TCELL DN,M1,1,0
1,-16,R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,M1,1,0
1,-4.6,GO:0072507,divalent inorganic cation homeostasis,M1,1,0
1,-2.8,M6909,GSE9509 10MIN VS 30MIN LPS AND IL10 STIM IL10 KO MACROPHAGE UP,M1,1,0
1,-3.8,GO:0046628,positive regulation of insulin receptor signaling pathway,M1,1,0
1,-3.9,M2107,KIM BIPOLAR DISORDER OLIGODENDROCYTE DENSITY CORR UP,M1,1,0
1,-2.3,M2386,GILDEA METASTASIS,M1,1,0
1,-4.2,WP2272,Pathogenic Escherichia coli infection,M1,1,0
1,-5,GO:0060736,prostate gland growth,M1,1,0
