Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0042552,myelination,19_GO:0032502 developmental process,-4.1,5.7,5.6,30169,113,374,8,2.1,0.75,207|2064|2068|3766|4763|5728|6663|7504,AKT1|ERBB2|ERCC2|KCNJ10|NF1|PTEN|SOX10|XK,-2.9,MyList
GO Biological Processes,19,GO:0016358,dendrite development,19_GO:0032502 developmental process,-4.1,5.7,5.6,30169,113,374,8,2.1,0.75,582|585|998|2534|3251|4038|4204|5728,BBS1|BBS4|CDC42|FYN|HPRT1|LRP4|MECP2|PTEN,-2.9,MyList
Chemical And Genetic Perturbations,13,M17742,SMITH TERT TARGETS UP,,-4.1,5,5.4,30169,145,374,9,2.4,0.79,323|1019|1029|1387|1716|1956|4072|4292|4790,APBB2|CDK4|CDKN2A|CREBBP|DGUOK|EGFR|EPCAM|MLH1|NFKB1,-2.9,MyList
GO Biological Processes,19,GO:0051783,regulation of nuclear division,19_GO:0050789 regulation of biological process,-4.1,5,5.4,30169,145,374,9,2.4,0.79,472|701|998|1908|1950|3479|3630|5925|23363,ATM|BUB1B|CDC42|EDN3|EGF|IGF1|INS|RB1|OBSL1,-2.9,MyList
Chemical And Genetic Perturbations,13,M17788,LINDGREN BLADDER CANCER CLUSTER 1 DN,,-4.1,3.2,4.8,30169,378,374,15,4,1,672|1290|2052|2064|2065|2534|4256|5308|5426|5888|7153|10535|55131|55640|80781,BRCA1|COL5A2|EPHX1|ERBB2|ERBB3|FYN|MGP|PITX2|POLE|RAD51|TOP2A|RNASEH2A|RBM28|FLVCR2|COL18A1,-2.9,MyList
Chemical And Genetic Perturbations,13,M2122,VERHAAK GLIOBLASTOMA MESENCHYMAL,,-4.1,4.1,5.1,30169,216,374,11,2.9,0.87,240|841|1075|1890|2212|5054|5873|5880|10413|23529|25937,ALOX5|CASP8|CTSC|TYMP|FCGR2A|SERPINE1|RAB27A|RAC2|YAP1|CLCF1|WWTR1,-2.9,MyList
GO Biological Processes,19,GO:0046390,ribose phosphate biosynthetic process,19_GO:0008152 metabolic process,-4.1,4.1,5.1,30169,216,374,11,2.9,0.87,1716|1723|3251|4695|4722|4723|4724|4728|7040|51422|374291,DGUOK|DHODH|HPRT1|NDUFA2|NDUFS3|NDUFV1|NDUFS4|NDUFS8|TGFB1|PRKAG2|NDUFS7,-2.9,MyList
Reactome Gene Sets,6,R-HSA-416476,G alpha (q) signalling events,,-4.1,4.1,5.1,30169,216,374,11,2.9,0.87,551|1908|1956|2885|3845|5290|5295|5296|5594|8503|60675,AVP|EDN3|EGFR|GRB2|KRAS|PIK3CA|PIK3R1|PIK3R2|MAPK1|PIK3R3|PROK2,-2.9,MyList
GO Biological Processes,19,GO:0002697,regulation of immune effector process,19_GO:0002376 immune system process,-4,3.2,4.8,30169,379,374,15,4,1,2625|3075|3146|3569|3630|4179|4292|5170|5880|6891|7040|10225|11005|11277|23529,GATA3|CFH|HMGB1|IL6|INS|CD46|MLH1|PDPK1|RAC2|TAP2|TGFB1|CD96|SPINK5|TREX1|CLCF1,-2.9,MyList
GO Biological Processes,19,GO:0055023,positive regulation of cardiac muscle tissue growth,19_GO:0040007 growth,-4,11,6.8,30169,37,374,5,1.3,0.59,1432|2263|3479|4851|10413,MAPK14|FGFR2|IGF1|NOTCH1|YAP1,-2.9,MyList
Chemical And Genetic Perturbations,13,M15693,GENTILE UV RESPONSE CLUSTER D8,,-4,11,6.8,30169,37,374,5,1.3,0.59,1432|2534|3667|3725|7153,MAPK14|FYN|IRS1|JUN|TOP2A,-2.9,MyList
Chemical And Genetic Perturbations,13,M12802,SNIJDERS AMPLIFIED IN HEAD AND NECK TUMORS,,-4,11,6.8,30169,37,374,5,1.3,0.59,595|1956|2248|2260|10413,CCND1|EGFR|FGF3|FGFR1|YAP1,-2.9,MyList
GO Biological Processes,19,GO:0060428,lung epithelium development,19_GO:0032502 developmental process,-4,11,6.8,30169,37,374,5,1.3,0.59,429|1499|3169|3845|10413,ASCL1|CTNNB1|FOXA1|KRAS|YAP1,-2.9,MyList
GO Biological Processes,19,GO:0010257,NADH dehydrogenase complex assembly,19_GO:0009987 cellular process,-4,8.2,6.2,30169,59,374,6,1.6,0.65,617|4695|4722|4724|4728|374291,BCS1L|NDUFA2|NDUFS3|NDUFS4|NDUFS8|NDUFS7,-2.9,MyList
GO Biological Processes,19,GO:0032981,mitochondrial respiratory chain complex I assembly,19_GO:0009987 cellular process,-4,8.2,6.2,30169,59,374,6,1.6,0.65,617|4695|4722|4724|4728|374291,BCS1L|NDUFA2|NDUFS3|NDUFS4|NDUFS8|NDUFS7,-2.9,MyList
GO Biological Processes,19,GO:1903707,negative regulation of hemopoiesis,19_GO:0002376 immune system process,-4,5.7,5.6,30169,114,374,8,2.1,0.75,1499|2064|2200|3146|3659|4763|4982|5295,CTNNB1|ERBB2|FBN1|HMGB1|IRF1|NF1|TNFRSF11B|PIK3R1,-2.9,MyList
GO Biological Processes,19,GO:0016331,morphogenesis of embryonic epithelium,19_GO:0032502 developmental process,-4,5,5.4,30169,146,374,9,2.4,0.79,25|585|1499|2263|2625|2668|7040|54903|57545,ABL1|BBS4|CTNNB1|FGFR2|GATA3|GDNF|TGFB1|MKS1|CC2D2A,-2.9,MyList
GO Biological Processes,19,GO:0001505,regulation of neurotransmitter levels,19_GO:0065007 biological regulation,-4,4.1,5.1,30169,217,374,11,2.9,0.87,783|1103|2668|3766|4128|4763|7054|8864|9342|22930|23396,CACNB2|CHAT|GDNF|KCNJ10|MAOA|NF1|TH|PER2|SNAP29|RAB3GAP1|PIP5K1C,-2.9,MyList
GO Biological Processes,19,GO:0009205,purine ribonucleoside triphosphate metabolic process,19_GO:0008152 metabolic process,-4,4.5,5.2,30169,181,374,10,2.7,0.83,1716|4695|4722|4723|4724|4728|7040|51422|51715|374291,DGUOK|NDUFA2|NDUFS3|NDUFV1|NDUFS4|NDUFS8|TGFB1|PRKAG2|RAB23|NDUFS7,-2.9,MyList
GO Biological Processes,19,GO:0008202,steroid metabolic process,19_GO:0008152 metabolic process,-4,3.8,5,30169,256,374,12,3.2,0.91,30|570|1565|1717|2099|4204|5469|5825|6338|50814|51360|51422,ACAA1|BAAT|CYP2D6|DHCR7|ESR1|MECP2|MED1|ABCD3|SCNN1B|NSDHL|MBTPS2|PRKAG2,-2.9,MyList
Chemical And Genetic Perturbations,13,M15112,WONG MITOCHONDRIA GENE MODULE,,-4,4.1,5.1,30169,218,374,11,2.9,0.87,596|2746|4128|4722|4723|4724|4728|6648|6834|8802|8803,BCL2|GLUD1|MAOA|NDUFS3|NDUFV1|NDUFS4|NDUFS8|SOD2|SURF1|SUCLG1|SUCLA2,-2.9,MyList
GO Biological Processes,19,GO:0060218,hematopoietic stem cell differentiation,19_GO:0002376 immune system process,-4,16,7.6,30169,20,374,4,1.1,0.53,596|2068|5469|7157,BCL2|ERCC2|MED1|TP53,-2.9,MyList
GO Biological Processes,19,GO:0010310,regulation of hydrogen peroxide metabolic process,19_GO:0008152 metabolic process,-4,16,7.6,30169,20,374,4,1.1,0.53,2534|5879|5880|6648,FYN|RAC1|RAC2|SOD2,-2.9,MyList
Reactome Gene Sets,6,R-HSA-5654706,FRS-mediated FGFR3 signaling,,-4,16,7.6,30169,20,374,4,1.1,0.53,2249|2885|3845|5781,FGF4|GRB2|KRAS|PTPN11,-2.9,MyList
Reactome Gene Sets,6,R-HSA-167044,Signalling to RAS,,-4,16,7.6,30169,20,374,4,1.1,0.53,1432|2885|3845|6714,MAPK14|GRB2|KRAS|SRC,-2.9,MyList
Reactome Gene Sets,6,R-HSA-8876384,Listeria monocytogenes entry into host cells,,-4,16,7.6,30169,20,374,4,1.1,0.53,999|1499|2885|6714,CDH1|CTNNB1|GRB2|SRC,-2.9,MyList
GO Biological Processes,19,GO:0043586,tongue development,19_GO:0032502 developmental process,-4,16,7.6,30169,20,374,4,1.1,0.53,1499|6899|9992|51057,CTNNB1|TBX1|KCNE2|WDPCP,-2.9,MyList
Immunologic Signatures,3,M422,GSE9946 IMMATURE VS PROSTAGLANDINE2 TREATED MATURE DC DN,,-4,4.9,5.4,30169,147,374,9,2.4,0.79,641|675|1956|4014|4194|4361|79083|79728|166379,BLM|BRCA2|EGFR|LORICRIN|MDM4|MRE11|MLPH|PALB2|BBS12,-2.9,MyList
GO Biological Processes,19,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,19_GO:0023052 signaling,-4,4.9,5.4,30169,147,374,9,2.4,0.79,1387|2033|2200|5170|5465|7040|7157|81031|161742,CREBBP|EP300|FBN1|PDPK1|PPARA|TGFB1|TP53|SLC2A10|SPRED1,-2.9,MyList
GO Cellular Components,20,GO:0005819,spindle,,-4,3,4.7,30169,426,374,16,4.3,1,207|472|701|998|1432|1499|1663|2068|4281|5594|5925|8086|8850|9611|9657|81027,AKT1|ATM|BUB1B|CDC42|MAPK14|CTNNB1|DDX11|ERCC2|MID1|MAPK1|RB1|AAAS|KAT2B|NCOR1|IQCB1|TUBB1,-2.9,MyList
GO Biological Processes,19,GO:0022904,respiratory electron transport chain,19_GO:0008152 metabolic process,-4,5.6,5.6,30169,115,374,8,2.1,0.75,1716|4695|4722|4723|4724|4728|6648|374291,DGUOK|NDUFA2|NDUFS3|NDUFV1|NDUFS4|NDUFS8|SOD2|NDUFS7,-2.9,MyList
GO Biological Processes,19,GO:0008366,axon ensheathment,19_GO:0032502 developmental process,-4,5.6,5.6,30169,115,374,8,2.1,0.75,207|2064|2068|3766|4763|5728|6663|7504,AKT1|ERBB2|ERCC2|KCNJ10|NF1|PTEN|SOX10|XK,-2.9,MyList
GO Biological Processes,19,GO:0071482,cellular response to light stimulus,19_GO:0050896 response to stimulus,-4,5.6,5.6,30169,115,374,8,2.1,0.75,545|1387|2033|2067|3753|5295|7157|11277,ATR|CREBBP|EP300|ERCC1|KCNE1|PIK3R1|TP53|TREX1,-2.9,MyList
GO Biological Processes,19,GO:0007272,ensheathment of neurons,19_GO:0032502 developmental process,-4,5.6,5.6,30169,115,374,8,2.1,0.75,207|2064|2068|3766|4763|5728|6663|7504,AKT1|ERBB2|ERCC2|KCNJ10|NF1|PTEN|SOX10|XK,-2.9,MyList
GO Biological Processes,19,GO:0050708,regulation of protein secretion,19_GO:0051179 localization,-4,3.8,5,30169,257,374,12,3.2,0.91,240|2746|3479|3569|3630|3667|3717|5781|7021|7040|8864|23400,ALOX5|GLUD1|IGF1|IL6|INS|IRS1|JAK2|PTPN11|TFAP2B|TGFB1|PER2|ATP13A2,-2.9,MyList
Chemical And Genetic Perturbations,13,M828,MASSARWEH TAMOXIFEN RESISTANCE DN,,-4,3.8,5,30169,257,374,12,3.2,0.91,323|596|1287|2099|2317|3667|4256|5295|5932|7153|51082|80144,APBB2|BCL2|COL4A5|ESR1|FLNB|IRS1|MGP|PIK3R1|RBBP8|TOP2A|POLR1D|FRAS1,-2.9,MyList
GO Biological Processes,19,GO:0042129,regulation of T cell proliferation,19_GO:0002376 immune system process,-4,4.4,5.2,30169,182,374,10,2.7,0.83,1499|2064|3146|3479|3569|3659|3717|4179|5728|5880,CTNNB1|ERBB2|HMGB1|IGF1|IL6|IRF1|JAK2|CD46|PTEN|RAC2,-2.9,MyList
WikiPathways,27,WP15,Selenium micronutrient network,,-4,6.6,5.8,30169,86,374,7,1.9,0.7,240|3569|3630|4790|5054|5970|6648,ALOX5|IL6|INS|NFKB1|SERPINE1|RELA|SOD2,-2.9,MyList
GO Biological Processes,19,GO:2000351,regulation of endothelial cell apoptotic process,19_GO:0050789 regulation of biological process,-4,8.1,6.1,30169,60,374,6,1.6,0.65,25|2625|5054|5170|5335|196527,ABL1|GATA3|SERPINE1|PDPK1|PLCG1|ANO6,-2.9,MyList
WikiPathways,27,WP623,Oxidative phosphorylation,,-4,8.1,6.1,30169,60,374,6,1.6,0.65,4695|4722|4723|4724|4728|374291,NDUFA2|NDUFS3|NDUFV1|NDUFS4|NDUFS8|NDUFS7,-2.9,MyList
GO Biological Processes,19,GO:0006939,smooth muscle contraction,19_GO:0032501 multicellular organismal process,-4,8.1,6.1,30169,60,374,6,1.6,0.65,323|583|1908|2668|6338|8195,APBB2|BBS2|EDN3|GDNF|SCNN1B|MKKS,-2.9,MyList
Chemical And Genetic Perturbations,13,M1515,JOSEPH RESPONSE TO SODIUM BUTYRATE DN,,-4,8.1,6.1,30169,60,374,6,1.6,0.65,540|1019|2068|3146|3569|4771,ATP7B|CDK4|ERCC2|HMGB1|IL6|NF2,-2.9,MyList
GO Biological Processes,19,GO:0022029,telencephalon cell migration,19_GO:0032502 developmental process,-4,8.1,6.1,30169,60,374,6,1.6,0.65,1499|1956|2290|5194|170302|200894,CTNNB1|EGFR|FOXG1|PEX13|ARX|ARL13B,-2.9,MyList
GO Biological Processes,19,GO:0097435,supramolecular fiber organization,19_GO:0009987 cellular process,-4,2.7,4.6,30169,567,374,19,5.1,1.1,25|596|998|1290|1302|2303|3717|4647|4763|5317|5879|5880|5881|6714|7401|10083|11285|23363|57477,ABL1|BCL2|CDC42|COL5A2|COL11A2|FOXC2|JAK2|MYO7A|NF1|PKP1|RAC1|RAC2|RAC3|SRC|CLRN1|USH1C|B4GALT7|OBSL1|SHROOM4,-2.9,MyList
GO Biological Processes,19,GO:2000146,negative regulation of cell motility,19_GO:0040011 locomotion,-4,3.2,4.8,30169,383,374,15,4,1,207|596|999|2625|3146|4204|4763|4771|4851|5054|5728|5879|6774|7040|161742,AKT1|BCL2|CDH1|GATA3|HMGB1|MECP2|NF1|NF2|NOTCH1|SERPINE1|PTEN|RAC1|STAT3|TGFB1|SPRED1,-2.9,MyList
GO Biological Processes,19,GO:0007597,"blood coagulation, intrinsic pathway",19_GO:0032501 multicellular organismal process,-4,30,9.3,30169,8,374,3,0.8,0.46,2811|2812|2815,GP1BA|GP1BB|GP9,-2.9,MyList
GO Biological Processes,19,GO:0032071,regulation of endodeoxyribonuclease activity,19_GO:0008152 metabolic process,-4,30,9.3,30169,8,374,3,0.8,0.46,207|1663|3146,AKT1|DDX11|HMGB1,-2.9,MyList
CORUM,33,CORUM:1251,BAF complex,,-4,30,9.3,30169,8,374,3,0.8,0.46,6598|6605|8289,SMARCB1|SMARCE1|ARID1A,-2.9,MyList
GO Biological Processes,19,GO:1900125,regulation of hyaluronan biosynthetic process,19_GO:0008152 metabolic process,-4,30,9.3,30169,8,374,3,0.8,0.46,1950|4790|7040,EGF|NFKB1|TGFB1,-2.9,MyList
GO Biological Processes,19,GO:0006975,DNA damage induced protein phosphorylation,19_GO:0050896 response to stimulus,-4,30,9.3,30169,8,374,3,0.8,0.46,25|472|11200,ABL1|ATM|CHEK2,-2.9,MyList
GO Biological Processes,19,GO:2000617,positive regulation of histone H3-K9 acetylation,19_GO:0048518 positive regulation of biological process,-4,30,9.3,30169,8,374,3,0.8,0.46,672|2625|6598,BRCA1|GATA3|SMARCB1,-2.9,MyList
CORUM,33,CORUM:434,BASC (Ab 80) complex (BRCA1-associated genome surveillance complex),,-4,30,9.3,30169,8,374,3,0.8,0.46,641|672|4292,BLM|BRCA1|MLH1,-2.9,MyList
CORUM,33,CORUM:3142,CAMK2-delta-MASH1 promoter-coactivator complex,,-4,30,9.3,30169,8,374,3,0.8,0.46,1387|6714|8850,CREBBP|SRC|KAT2B,-2.9,MyList
GO Biological Processes,19,GO:0040016,embryonic cleavage,19_GO:0032502 developmental process,-4,30,9.3,30169,8,374,3,0.8,0.46,2068|5291|7153,ERCC2|PIK3CB|TOP2A,-2.9,MyList
GO Biological Processes,19,GO:1905276,regulation of epithelial tube formation,19_GO:0032502 developmental process,-4,30,9.3,30169,8,374,3,0.8,0.46,1950|2625|2668,EGF|GATA3|GDNF,-2.9,MyList
GO Biological Processes,19,GO:1905278,positive regulation of epithelial tube formation,19_GO:0032502 developmental process,-4,30,9.3,30169,8,374,3,0.8,0.46,1950|2625|2668,EGF|GATA3|GDNF,-2.9,MyList
GO Biological Processes,19,GO:0045898,regulation of RNA polymerase II transcription preinitiation complex assembly,19_GO:0008152 metabolic process,-4,30,9.3,30169,8,374,3,0.8,0.46,2099|3146|7157,ESR1|HMGB1|TP53,-2.9,MyList
CORUM,33,CORUM:564,BAF complex,,-4,30,9.3,30169,8,374,3,0.8,0.46,6598|6605|8289,SMARCB1|SMARCE1|ARID1A,-2.9,MyList
GO Molecular Functions,21,GO:0043139,5'-3' DNA helicase activity,,-4,30,9.3,30169,8,374,3,0.8,0.46,1663|2068|83990,DDX11|ERCC2|BRIP1,-2.9,MyList
GO Molecular Functions,21,GO:1990814,DNA/DNA annealing activity,,-4,30,9.3,30169,8,374,3,0.8,0.46,641|5965|7157,BLM|RECQL|TP53,-2.9,MyList
WikiPathways,27,WP4191,Caloric restriction and aging,,-4,30,9.3,30169,8,374,3,0.8,0.46,207|3479|7157,AKT1|IGF1|TP53,-2.9,MyList
GO Biological Processes,19,GO:1903764,regulation of potassium ion export across plasma membrane,19_GO:0051179 localization,-4,30,9.3,30169,8,374,3,0.8,0.46,3757|10008|196527,KCNH2|KCNE3|ANO6,-2.9,MyList
Reactome Gene Sets,6,R-HSA-164944,Nef and signal transduction,,-4,30,9.3,30169,8,374,3,0.8,0.46,2534|3932|5879,FYN|LCK|RAC1,-2.9,MyList
GO Biological Processes,19,GO:0038134,ERBB2-EGFR signaling pathway,19_GO:0023052 signaling,-4,30,9.3,30169,8,374,3,0.8,0.46,1950|1956|2064,EGF|EGFR|ERBB2,-2.9,MyList
GO Molecular Functions,21,GO:0000405,bubble DNA binding,,-4,30,9.3,30169,8,374,3,0.8,0.46,25|641|3146,ABL1|BLM|HMGB1,-2.9,MyList
GO Biological Processes,19,GO:0010626,negative regulation of Schwann cell proliferation,19_GO:0032502 developmental process,-4,30,9.3,30169,8,374,3,0.8,0.46,4763|4771|6663,NF1|NF2|SOX10,-2.9,MyList
GO Biological Processes,19,GO:0042473,outer ear morphogenesis,19_GO:0032502 developmental process,-4,30,9.3,30169,8,374,3,0.8,0.46,2138|5594|6899,EYA1|MAPK1|TBX1,-2.9,MyList
GO Biological Processes,19,GO:0000819,sister chromatid segregation,19_GO:0009987 cellular process,-4,4.9,5.3,30169,148,374,9,2.4,0.79,701|1663|4361|5518|5889|5925|7153|25836|157570,BUB1B|DDX11|MRE11|PPP2R1A|RAD51C|RB1|TOP2A|NIPBL|ESCO2,-2.8,MyList
KEGG Pathway,24,hsa04723,Retrograde endocannabinoid signaling,,-4,4.9,5.3,30169,148,374,9,2.4,0.79,1432|4695|4722|4723|4724|4728|5594|5599|374291,MAPK14|NDUFA2|NDUFS3|NDUFV1|NDUFS4|NDUFS8|MAPK1|MAPK8|NDUFS7,-2.8,MyList
Reactome Gene Sets,6,R-HSA-9675126,Diseases of mitotic cell cycle,,-4,11,6.6,30169,38,374,5,1.3,0.59,595|1017|1019|1027|5925,CCND1|CDK2|CDK4|CDKN1B|RB1,-2.8,MyList
WikiPathways,27,WP524,G13 signaling pathway,,-4,11,6.6,30169,38,374,5,1.3,0.59,998|5290|5291|5296|5879,CDC42|PIK3CA|PIK3CB|PIK3R2|RAC1,-2.8,MyList
GO Molecular Functions,21,GO:0061733,peptide-lysine-N-acetyltransferase activity,,-4,11,6.6,30169,38,374,5,1.3,0.59,675|1387|2033|8850|157570,BRCA2|CREBBP|EP300|KAT2B|ESCO2,-2.8,MyList
KEGG Pathway,24,hsa05340,Primary immunodeficiency,,-4,11,6.6,30169,38,374,5,1.3,0.59,326|3932|5993|5994|6891,AIRE|LCK|RFX5|RFXAP|TAP2,-2.8,MyList
Chemical And Genetic Perturbations,13,M6641,BROWNE HCMV INFECTION 18HR DN,,-4,4.4,5.2,30169,183,374,10,2.7,0.83,2052|2534|2815|3667|4982|5728|5880|6834|10498|23363,EPHX1|FYN|GP9|IRS1|TNFRSF11B|PTEN|RAC2|SURF1|CARM1|OBSL1,-2.8,MyList
GO Biological Processes,19,GO:0008361,regulation of cell size,19_GO:0065007 biological regulation,-4,4.4,5.2,30169,183,374,10,2.7,0.83,25|999|5728|5879|6559|7422|7504|10000|23111|196527,ABL1|CDH1|PTEN|RAC1|SLC12A3|VEGFA|XK|AKT3|SPART|ANO6,-2.8,MyList
Chemical And Genetic Perturbations,13,M2001,WU CELL MIGRATION,,-4,4.4,5.2,30169,183,374,10,2.7,0.83,999|2534|2625|4072|4128|5054|5880|25937|64065|80781,CDH1|FYN|GATA3|EPCAM|MAOA|SERPINE1|RAC2|WWTR1|PERP|COL18A1,-2.8,MyList
Chemical And Genetic Perturbations,13,M4780,WANG SMARCE1 TARGETS DN,,-4,3.2,4.8,30169,384,374,15,4,1,323|998|1075|1956|3576|4281|4982|6567|6648|6891|8036|8803|8821|8850|26354,APBB2|CDC42|CTSC|EGFR|CXCL8|MID1|TNFRSF11B|SLC16A2|SOD2|TAP2|SHOC2|SUCLA2|INPP4B|KAT2B|GNL3,-2.8,MyList
GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-4,3.2,4.8,30169,384,374,15,4,1,25|585|998|1027|2885|4204|4281|4771|4868|5290|5295|5296|5879|5925|8195,ABL1|BBS4|CDC42|CDKN1B|GRB2|MECP2|MID1|NF2|NPHS1|PIK3CA|PIK3R1|PIK3R2|RAC1|RB1|MKKS,-2.8,MyList
Chemical And Genetic Perturbations,13,M10702,JAEGER METASTASIS DN,,-4,3.7,5,30169,259,374,12,3.2,0.91,999|1956|2263|2625|3075|4014|5317|7021|8864|10468|11005|64065,CDH1|EGFR|FGFR2|GATA3|CFH|LORICRIN|PKP1|TFAP2B|PER2|FST|SPINK5|PERP,-2.8,MyList
GO Molecular Functions,21,GO:0008013,beta-catenin binding,,-4,6.5,5.7,30169,87,374,7,1.9,0.7,367|999|1000|1499|2033|2099|10498,AR|CDH1|CDH2|CTNNB1|EP300|ESR1|CARM1,-2.8,MyList
GO Biological Processes,19,GO:0018958,phenol-containing compound metabolic process,19_GO:0008152 metabolic process,-4,6.5,5.7,30169,87,374,7,1.9,0.7,596|2625|3251|4128|5469|6567|7054,BCL2|GATA3|HPRT1|MAOA|MED1|SLC16A2|TH,-2.8,MyList
GO Biological Processes,19,GO:1904892,regulation of receptor signaling pathway via STAT,19_GO:0023052 signaling,-4,6.5,5.7,30169,87,374,7,1.9,0.7,1950|3569|3717|4771|4851|5518|7040,EGF|IL6|JAK2|NF2|NOTCH1|PPP2R1A|TGFB1,-2.8,MyList
Chemical And Genetic Perturbations,13,M18264,MOOTHA VOXPHOS,,-4,6.5,5.7,30169,87,374,7,1.9,0.7,617|4695|4722|4724|4728|6834|374291,BCS1L|NDUFA2|NDUFS3|NDUFS4|NDUFS8|SURF1|NDUFS7,-2.8,MyList
Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-4,3.5,4.9,30169,300,374,13,3.5,0.95,999|1286|1287|1290|1302|2200|4038|4593|5054|5351|5352|7040|80781,CDH1|COL4A4|COL4A5|COL5A2|COL11A2|FBN1|LRP4|MUSK|SERPINE1|PLOD1|PLOD2|TGFB1|COL18A1,-2.8,MyList
GO Biological Processes,19,GO:0032680,regulation of tumor necrosis factor production,19_GO:0032501 multicellular organismal process,-4,4.4,5.2,30169,184,374,10,2.7,0.83,2214|2950|3146|3479|3569|3717|5295|5781|6774|11277,FCGR3A|GSTP1|HMGB1|IGF1|IL6|JAK2|PIK3R1|PTPN11|STAT3|TREX1,-2.8,MyList
Chemical And Genetic Perturbations,13,M3155,GRAHAM CML DIVIDING VS NORMAL QUIESCENT UP,,-4,4.4,5.2,30169,184,374,10,2.7,0.83,672|701|5825|5888|6119|6240|7153|7504|8803|10535,BRCA1|BUB1B|ABCD3|RAD51|RPA3|RRM1|TOP2A|XK|SUCLA2|RNASEH2A,-2.8,MyList
GO Molecular Functions,21,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",,-4,4,5,30169,221,374,11,2.9,0.87,15|30|570|675|1103|1387|2033|6605|8850|51099|157570,AANAT|ACAA1|BAAT|BRCA2|CHAT|CREBBP|EP300|SMARCE1|KAT2B|ABHD5|ESCO2,-2.8,MyList
GO Biological Processes,19,GO:0043406,positive regulation of MAP kinase activity,19_GO:0023052 signaling,-4,5.5,5.5,30169,117,374,8,2.1,0.75,1908|1950|1956|2064|2260|6714|7040|7422,EDN3|EGF|EGFR|ERBB2|FGFR1|SRC|TGFB1|VEGFA,-2.8,MyList
Reactome Gene Sets,6,R-HSA-1989781,PPARA activates gene expression,,-4,5.5,5.5,30169,117,374,8,2.1,0.75,1387|2033|5465|5469|9611|10498|10499|23054,CREBBP|EP300|PPARA|MED1|NCOR1|CARM1|NCOA2|NCOA6,-2.8,MyList
GO Biological Processes,19,GO:0007219,Notch signaling pathway,19_GO:0023052 signaling,-4,5.5,5.5,30169,117,374,8,2.1,0.75,429|1027|2303|3169|4204|4851|4853|64065,ASCL1|CDKN1B|FOXC2|FOXA1|MECP2|NOTCH1|NOTCH2|PERP,-2.8,MyList
Chemical And Genetic Perturbations,13,M15150,ZHANG BREAST CANCER PROGENITORS UP,,-4,3,4.7,30169,431,374,16,4.3,1,545|596|672|701|1287|4724|5518|5888|5932|6117|6119|7153|8803|9533|10664|157570,ATR|BCL2|BRCA1|BUB1B|COL4A5|NDUFS4|PPP2R1A|RAD51|RBBP8|RPA1|RPA3|TOP2A|SUCLA2|POLR1C|CTCF|ESCO2,-2.8,MyList
GO Biological Processes,19,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-3.9,4.8,5.3,30169,150,374,9,2.4,0.79,1387|2033|2200|5170|5465|7040|7157|81031|161742,CREBBP|EP300|FBN1|PDPK1|PPARA|TGFB1|TP53|SLC2A10|SPRED1,-2.8,MyList
Chemical And Genetic Perturbations,13,M4203,LASTOWSKA NEUROBLASTOMA COPY NUMBER UP,,-3.9,4.4,5.1,30169,185,374,10,2.7,0.83,224|672|5889|6416|6774|7153|9611|54903|83990|84282,ALDH3A2|BRCA1|RAD51C|MAP2K4|STAT3|TOP2A|NCOR1|MKS1|BRIP1|RNF135,-2.8,MyList
Reactome Gene Sets,6,R-HSA-9013404,RAC2 GTPase cycle,,-3.9,6.4,5.7,30169,88,374,7,1.9,0.7,998|4810|5290|5295|5296|5880|8503,CDC42|NHS|PIK3CA|PIK3R1|PIK3R2|RAC2|PIK3R3,-2.8,MyList
GO Biological Processes,19,GO:0060993,kidney morphogenesis,19_GO:0032502 developmental process,-3.9,6.4,5.7,30169,88,374,7,1.9,0.7,596|1499|2138|2625|2668|25937|80144,BCL2|CTNNB1|EYA1|GATA3|GDNF|WWTR1|FRAS1,-2.8,MyList
KEGG Pathway,24,hsa04540,Gap junction,,-3.9,6.4,5.7,30169,88,374,7,1.9,0.7,1950|1956|2885|3845|5594|6714|81027,EGF|EGFR|GRB2|KRAS|MAPK1|SRC|TUBB1,-2.8,MyList
GO Biological Processes,19,GO:0034440,lipid oxidation,19_GO:0008152 metabolic process,-3.9,6.4,5.7,30169,88,374,7,1.9,0.7,30|240|1432|5194|5447|5825|5828,ACAA1|ALOX5|MAPK14|PEX13|POR|ABCD3|PEX2,-2.8,MyList
GO Biological Processes,19,GO:0035051,cardiocyte differentiation,19_GO:0032502 developmental process,-3.9,5.5,5.4,30169,118,374,8,2.1,0.75,998|4851|5308|5594|6416|7422|23363|54345,CDC42|NOTCH1|PITX2|MAPK1|MAP2K4|VEGFA|OBSL1|SOX18,-2.8,MyList
