Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,Reactome Gene Sets,6,R-HSA-5619102,SLC transporter disorders,,-2.2,4.4,3.6,30169,98,351,5,1.4,0.63,551|5172|8086|10999|81031,AVP|SLC26A4|AAAS|SLC27A4|SLC2A10,-1.8
MyList,GO Molecular Functions,21,GO:0042626,ATPase-coupled transmembrane transporter activity,,-2.2,4.4,3.6,30169,98,351,5,1.4,0.63,540|5825|6891|6892|23400,ATP7B|ABCD3|TAP2|TAPBP|ATP13A2,-1.8
MyList,Chemical And Genetic Perturbations,13,M15382,BROWNE HCMV INFECTION 10HR UP,,-2.2,4.4,3.6,30169,98,351,5,1.4,0.63,2033|3569|3981|6535|9244,EP300|IL6|LIG4|SLC6A8|CRLF1,-1.8
MyList,Immunologic Signatures,3,M433,GSE12484 HEALTHY VS PERIDONTITIS NEUTROPHILS UP,,-2.2,3.7,3.5,30169,139,351,6,1.7,0.69,1950|4014|4194|5054|84343|392255,EGF|LORICRIN|MDM4|SERPINE1|HPS3|GDF6,-1.8
MyList,GO Biological Processes,19,GO:0097529,myeloid leukocyte migration,19_GO:0002376 immune system process,-2.2,3.7,3.5,30169,139,351,6,1.7,0.69,1908|3569|3576|4763|5295|23396,EDN3|IL6|CXCL8|NF1|PIK3R1|PIP5K1C,-1.8
MyList,GO Cellular Components,20,GO:0045335,phagocytic vesicle,,-2.2,3.7,3.5,30169,139,351,6,1.7,0.69,998|2317|5880|6891|6892|51715,CDC42|FLNB|RAC2|TAP2|TAPBP|RAB23,-1.8
MyList,Reactome Gene Sets,6,R-HSA-162906,HIV Infection,,-2.2,3,3.3,30169,231,351,8,2.3,0.8,1174|2068|2534|3932|3981|5879|8086|8812,AP1S1|ERCC2|FYN|LCK|LIG4|RAC1|AAAS|CCNK,-1.8
MyList,Chemical And Genetic Perturbations,13,M14447,MASSARWEH RESPONSE TO ESTRADIOL,,-2.2,5.5,3.9,30169,62,351,4,1.1,0.57,2317|3667|5932|7153,FLNB|IRS1|RBBP8|TOP2A,-1.8
MyList,GO Biological Processes,19,GO:0032233,positive regulation of actin filament bundle assembly,19_GO:0048518 positive regulation of biological process,-2.2,5.5,3.9,30169,62,351,4,1.1,0.57,25|998|4771|5879,ABL1|CDC42|NF2|RAC1,-1.8
MyList,GO Biological Processes,19,GO:0045428,regulation of nitric oxide biosynthetic process,19_GO:0008152 metabolic process,-2.2,5.5,3.9,30169,62,351,4,1.1,0.57,207|3717|5879|6648,AKT1|JAK2|RAC1|SOD2,-1.8
MyList,Reactome Gene Sets,6,R-HSA-8986944,Transcriptional Regulation by MECP2,,-2.2,5.5,3.9,30169,62,351,4,1.1,0.57,2290|4204|5728|9611,FOXG1|MECP2|PTEN|NCOR1,-1.8
MyList,GO Biological Processes,19,GO:1903018,regulation of glycoprotein metabolic process,19_GO:0008152 metabolic process,-2.2,5.5,3.9,30169,62,351,4,1.1,0.57,596|1499|3479|81031,BCL2|CTNNB1|IGF1|SLC2A10,-1.8
MyList,Chemical And Genetic Perturbations,13,M1417,JECHLINGER EPITHELIAL TO MESENCHYMAL TRANSITION DN,,-2.2,5.5,3.9,30169,62,351,4,1.1,0.57,999|2353|4072|5317,CDH1|FOS|EPCAM|PKP1,-1.8
MyList,Immunologic Signatures,3,M9005,GSE38696 LIGHT ZONE VS DARK ZONE BCELL UP,,-2.2,3.3,3.4,30169,184,351,7,2,0.75,472|5828|8821|11234|23451|51715|79813,ATM|PEX2|INPP4B|HPS5|SF3B1|RAB23|EHMT1,-1.8
MyList,Immunologic Signatures,3,M8241,GSE27241 WT CTRL VS DIGOXIN TREATED RORGT KO CD4 TCELL IN TH17 POLARIZING CONDITIONS DN,,-2.2,3.3,3.4,30169,184,351,7,2,0.75,585|2052|5194|8802|10535|23171|388552,BBS4|EPHX1|PEX13|SUCLG1|RNASEH2A|GPD1L|BLOC1S3,-1.8
MyList,Immunologic Signatures,3,M6756,GSE6259 33D1 POS DC VS CD4 TCELL UP,,-2.2,3.3,3.4,30169,184,351,7,2,0.75,2260|3146|5426|5873|6240|7153|10000,FGFR1|HMGB1|POLE|RAB27A|RRM1|TOP2A|AKT3,-1.8
MyList,GO Biological Processes,19,GO:0031102,neuron projection regeneration,19_GO:0032502 developmental process,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,596|3717|3725,BCL2|JAK2|JUN,-1.8
MyList,WikiPathways,27,WP727,Monoamine transport,,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,1432|4982|7054,MAPK14|TNFRSF11B|TH,-1.8
MyList,GO Molecular Functions,21,GO:0050699,WW domain binding,,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,6338|6340|11277,SCNN1B|SCNN1G|TREX1,-1.8
MyList,KEGG Pathway,24,hsa04215,Apoptosis - multiple species,,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,596|841|5599,BCL2|CASP8|MAPK8,-1.8
MyList,Reactome Gene Sets,6,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,2534|2885|5295,FYN|GRB2|PIK3R1,-1.8
MyList,GO Biological Processes,19,GO:0031116,positive regulation of microtubule polymerization,19_GO:0048518 positive regulation of biological process,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,1027|4204|5879,CDKN1B|MECP2|RAC1,-1.8
MyList,GO Biological Processes,19,GO:0021532,neural tube patterning,19_GO:0032502 developmental process,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,3169|23322|200894,FOXA1|RPGRIP1L|ARL13B,-1.8
MyList,Reactome Gene Sets,6,R-HSA-5656169,Termination of translesion DNA synthesis,,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,5426|6117|6119,POLE|RPA1|RPA3,-1.8
MyList,Chemical And Genetic Perturbations,13,M1785,POS HISTAMINE RESPONSE NETWORK,,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,1565|3725|7040,CYP2D6|JUN|TGFB1,-1.8
MyList,GO Biological Processes,19,GO:0046825,regulation of protein export from nucleus,19_GO:0051179 localization,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,580|5781|9531,BARD1|PTPN11|BAG3,-1.8
MyList,Canonical Pathways,11,M23,PID WNT NONCANONICAL PATHWAY,,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,998|5599|5879,CDC42|MAPK8|RAC1,-1.8
MyList,Reactome Gene Sets,6,R-HSA-73863,RNA Polymerase I Transcription Termination,,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,2068|9533|51082,ERCC2|POLR1C|POLR1D,-1.8
MyList,GO Biological Processes,19,GO:0045070,positive regulation of viral genome replication,19_GO:0016032 viral process,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,4851|5465|7153,NOTCH1|PPARA|TOP2A,-1.8
MyList,GO Biological Processes,19,GO:0035115,embryonic forelimb morphogenesis,19_GO:0032502 developmental process,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,1499|23322|25836,CTNNB1|RPGRIP1L|NIPBL,-1.8
MyList,GO Biological Processes,19,GO:0001569,branching involved in blood vessel morphogenesis,19_GO:0032502 developmental process,-2.2,8.1,4.3,30169,32,351,3,0.85,0.49,1499|2303|7422,CTNNB1|FOXC2|VEGFA,-1.8
MyList,GO Biological Processes,19,GO:0002705,positive regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-2.2,3.7,3.5,30169,140,351,6,1.7,0.69,2625|3569|4292|6891|7040|23529,GATA3|IL6|MLH1|TAP2|TGFB1|CLCF1,-1.8
MyList,GO Biological Processes,19,GO:0031333,negative regulation of protein-containing complex assembly,19_GO:0048519 negative regulation of biological process,-2.2,3.7,3.5,30169,140,351,6,1.7,0.69,585|998|2033|3146|6714|8195,BBS4|CDC42|EP300|HMGB1|SRC|MKKS,-1.8
MyList,Chemical And Genetic Perturbations,13,M15664,ROSTY CERVICAL CANCER PROLIFERATION CLUSTER,,-2.2,3.7,3.5,30169,140,351,6,1.7,0.69,672|701|1029|6119|7153|10166,BRCA1|BUB1B|CDKN2A|RPA3|TOP2A|SLC25A15,-1.8
MyList,Chemical And Genetic Perturbations,13,M11028,ROVERSI GLIOMA COPY NUMBER UP,,-2.2,4.3,3.6,30169,99,351,5,1.4,0.63,2067|2068|4038|9409|51422,ERCC1|ERCC2|LRP4|PEX16|PRKAG2,-1.8
MyList,Reactome Gene Sets,6,R-HSA-15869,Metabolism of nucleotides,,-2.2,4.3,3.6,30169,99,351,5,1.4,0.63,1716|1723|1890|3251|6240,DGUOK|DHODH|TYMP|HPRT1|RRM1,-1.8
MyList,GO Cellular Components,20,GO:0005604,basement membrane,,-2.2,4.3,3.6,30169,99,351,5,1.4,0.63,1286|1287|2200|80144|80781,COL4A4|COL4A5|FBN1|FRAS1|COL18A1,-1.8
MyList,GO Cellular Components,20,GO:0101002,ficolin-1-rich granule,,-2.2,3.3,3.3,30169,185,351,7,2,0.75,240|1432|2950|3146|5317|5594|5879,ALOX5|MAPK14|GSTP1|HMGB1|PKP1|MAPK1|RAC1,-1.8
MyList,Immunologic Signatures,3,M377,GSE7219 WT VS NIK NFKB2 KO DC UP,,-2.2,3.3,3.3,30169,185,351,7,2,0.75,999|3725|5518|6774|7153|10499|64065,CDH1|JUN|PPP2R1A|STAT3|TOP2A|NCOA2|PERP,-1.8
MyList,Immunologic Signatures,3,M374,GSE11386 NAIVE VS MEMORY BCELL UP,,-2.2,3.3,3.3,30169,185,351,7,2,0.75,701|1017|5873|5888|6240|7153|9939,BUB1B|CDK2|RAB27A|RAD51|RRM1|TOP2A|RBM8A,-1.8
MyList,Chemical And Genetic Perturbations,13,M4861,VERHAAK AML WITH NPM1 MUTATED UP,,-2.2,3.3,3.3,30169,185,351,7,2,0.75,1287|1890|2212|2214|3569|3759|6648,COL4A5|TYMP|FCGR2A|FCGR3A|IL6|KCNJ2|SOD2,-1.8
MyList,Reactome Gene Sets,6,R-HSA-9013149,RAC1 GTPase cycle,,-2.2,3.3,3.3,30169,185,351,7,2,0.75,998|4810|5290|5295|5296|5879|8503,CDC42|NHS|PIK3CA|PIK3R1|PIK3R2|RAC1|PIK3R3,-1.8
MyList,Oncogenic Signatures,4,M2684,ATF2 UP.V1 DN,,-2.2,3.3,3.3,30169,185,351,7,2,0.75,326|2353|3075|3759|4982|9244|10166,AIRE|FOS|CFH|KCNJ2|TNFRSF11B|CRLF1|SLC25A15,-1.8
MyList,Chemical And Genetic Perturbations,13,M1125,MCBRYAN PUBERTAL TGFB1 TARGETS DN,,-2.2,5.5,3.8,30169,63,351,4,1.1,0.57,999|2065|2625|6648,CDH1|ERBB3|GATA3|SOD2,-1.8
MyList,GO Cellular Components,20,GO:0032421,stereocilium bundle,,-2.2,5.5,3.8,30169,63,351,4,1.1,0.57,583|4647|8195|10083,BBS2|MYO7A|MKKS|USH1C,-1.8
MyList,KEGG Pathway,24,hsa00310,Lysine degradation,,-2.2,5.5,3.8,30169,63,351,4,1.1,0.57,224|5351|5352|79813,ALDH3A2|PLOD1|PLOD2|EHMT1,-1.8
MyList,Chemical And Genetic Perturbations,13,M1778,ZHANG GATA6 TARGETS DN,,-2.2,5.5,3.8,30169,63,351,4,1.1,0.57,1286|1717|1956|5873,COL4A4|DHCR7|EGFR|RAB27A,-1.8
MyList,GO Biological Processes,19,GO:0032481,positive regulation of type I interferon production,19_GO:0048518 positive regulation of biological process,-2.2,5.5,3.8,30169,63,351,4,1.1,0.57,3659|5781|10084|84282,IRF1|PTPN11|PQBP1|RNF135,-1.8
MyList,GO Biological Processes,19,GO:0030514,negative regulation of BMP signaling pathway,19_GO:0023052 signaling,-2.2,5.5,3.8,30169,63,351,4,1.1,0.57,25|2200|4851|23111,ABL1|FBN1|NOTCH1|SPART,-1.8
MyList,GO Biological Processes,19,GO:0070542,response to fatty acid,19_GO:0050896 response to stimulus,-2.2,5.5,3.8,30169,63,351,4,1.1,0.57,1019|3667|5290|6714,CDK4|IRS1|PIK3CA|SRC,-1.8
MyList,KEGG Pathway,24,hsa03250,Viral life cycle - HIV-1,,-2.2,5.5,3.8,30169,63,351,4,1.1,0.57,1387|2033|6598|8850,CREBBP|EP300|SMARCB1|KAT2B,-1.8
MyList,GO Biological Processes,19,GO:0044091,membrane biogenesis,19_GO:0009987 cellular process,-2.2,5.5,3.8,30169,63,351,4,1.1,0.57,1000|4038|5728|9409,CDH2|LRP4|PTEN|PEX16,-1.8
MyList,Oncogenic Signatures,4,M2901,KRAS.PROSTATE UP.V1 DN,,-2.2,3.7,3.4,30169,141,351,6,1.7,0.69,1950|4868|6663|7021|10225|10743,EGF|NPHS1|SOX10|TFAP2B|CD96|RAI1,-1.8
MyList,WikiPathways,27,WP2884,NRF2 pathway,,-2.2,3.7,3.4,30169,141,351,6,1.7,0.69,2512|2950|6535|7040|81031|91252,FTL|GSTP1|SLC6A8|TGFB1|SLC2A10|SLC39A13,-1.8
MyList,Reactome Gene Sets,6,R-HSA-73887,Death Receptor Signalling,,-2.2,3.7,3.4,30169,141,351,6,1.7,0.69,841|2245|4790|5599|5879|5970,CASP8|FGD1|NFKB1|MAPK8|RAC1|RELA,-1.8
MyList,GO Biological Processes,19,GO:0010769,regulation of cell morphogenesis involved in differentiation,19_GO:0032502 developmental process,-2.2,4.3,3.6,30169,100,351,5,1.4,0.63,25|998|5879|5881|23363,ABL1|CDC42|RAC1|RAC3|OBSL1,-1.8
MyList,Chemical And Genetic Perturbations,13,M14670,DING LUNG CANCER EXPRESSION BY COPY NUMBER,,-2.2,4.3,3.6,30169,100,351,5,1.4,0.63,4214|5290|5599|9342|25836,MAP3K1|PIK3CA|MAPK8|SNAP29|NIPBL,-1.8
MyList,Chemical And Genetic Perturbations,13,M5775,BROWNE HCMV INFECTION 12HR DN,,-2.2,4.3,3.6,30169,100,351,5,1.4,0.63,2068|2534|4281|5054|10000,ERCC2|FYN|MID1|SERPINE1|AKT3,-1.8
MyList,Chemical And Genetic Perturbations,13,M6510,PASQUALUCCI LYMPHOMA BY GC STAGE UP,,-2.2,2.7,3.2,30169,284,351,9,2.6,0.84,583|1144|4072|5291|7466|9244|9663|10413|55212,BBS2|CHRND|EPCAM|PIK3CB|WFS1|CRLF1|LPIN2|YAP1|BBS7,-1.8
MyList,GO Biological Processes,19,GO:1990778,protein localization to cell periphery,19_GO:0051179 localization,-2.2,2.9,3.2,30169,234,351,8,2.3,0.8,582|583|783|999|1000|5913|55800|200894,BBS1|BBS2|CACNB2|CDH1|CDH2|RAPSN|SCN3B|ARL13B,-1.8
MyList,GO Cellular Components,20,GO:0031301,integral component of organelle membrane,,-2.2,2.4,3.1,30169,390,351,11,3.1,0.93,1717|5194|5828|6891|6892|7466|8504|9409|23400|56975|91252,DHCR7|PEX13|PEX2|TAP2|TAPBP|WFS1|PEX3|PEX16|ATP13A2|FAM20C|SLC39A13,-1.8
MyList,GO Biological Processes,19,GO:0010977,negative regulation of neuron projection development,19_GO:0032502 developmental process,-2.2,3.6,3.4,30169,142,351,6,1.7,0.69,999|1716|4038|5728|10498|23111,CDH1|DGUOK|LRP4|PTEN|CARM1|SPART,-1.8
MyList,GO Biological Processes,19,GO:1903900,regulation of viral life cycle,19_GO:0016032 viral process,-2.2,3.6,3.4,30169,142,351,6,1.7,0.69,596|3146|3576|4851|5465|7153,BCL2|HMGB1|CXCL8|NOTCH1|PPARA|TOP2A,-1.8
MyList,Immunologic Signatures,3,M9507,GSE41867 NAIVE VS DAY15 LCMV CONE13 EFFECTOR CD8 TCELL UP,,-2.2,3.2,3.3,30169,187,351,7,2,0.75,1188|2353|3932|5308|11200|79083|91662,CLCNKB|FOS|LCK|PITX2|CHEK2|MLPH|NLRP12,-1.8
MyList,Immunologic Signatures,3,M6738,GSE6259 CD4 TCELL VS CD8 TCELL UP,,-2.2,3.2,3.3,30169,187,351,7,2,0.75,583|701|2052|2260|3569|5335|25937,BBS2|BUB1B|EPHX1|FGFR1|IL6|PLCG1|WWTR1,-1.8
MyList,GO Biological Processes,19,GO:0016567,protein ubiquitination,19_GO:0008152 metabolic process,-2.2,2,2.9,30169,680,351,16,4.6,1.1,207|580|596|672|675|998|1161|1499|2534|5888|8405|9025|25937|54894|80067|84282,AKT1|BARD1|BCL2|BRCA1|BRCA2|CDC42|ERCC8|CTNNB1|FYN|RAD51|SPOP|RNF8|WWTR1|RNF43|DCAF17|RNF135,-1.8
MyList,GO Biological Processes,19,GO:0007617,mating behavior,19_GO:0022414 reproductive process,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,551|5728|7054,AVP|PTEN|TH,-1.8
MyList,WikiPathways,27,WP4786,Type I collagen synthesis in the context of osteogenesis imperfecta,,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,4982|5351|5352,TNFRSF11B|PLOD1|PLOD2,-1.8
MyList,Reactome Gene Sets,6,R-HSA-9022692,Regulation of MECP2 expression and activity,,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,2290|4204|9611,FOXG1|MECP2|NCOR1,-1.8
MyList,GO Biological Processes,19,GO:0042755,eating behavior,19_GO:0032501 multicellular organismal process,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,6774|7054|166379,STAT3|TH|BBS12,-1.8
MyList,GO Biological Processes,19,GO:0009648,photoperiodism,19_GO:0050896 response to stimulus,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,15|7157|8864,AANAT|TP53|PER2,-1.8
MyList,GO Biological Processes,19,GO:0072210,metanephric nephron development,19_GO:0032502 developmental process,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,2668|7021|7827,GDNF|TFAP2B|NPHS2,-1.8
MyList,GO Biological Processes,19,GO:1903846,positive regulation of cellular response to transforming growth factor beta stimulus,19_GO:0048518 positive regulation of biological process,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,1387|2033|81031,CREBBP|EP300|SLC2A10,-1.8
MyList,GO Biological Processes,19,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,19_GO:0023052 signaling,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,1387|2033|81031,CREBBP|EP300|SLC2A10,-1.8
MyList,GO Biological Processes,19,GO:0097061,dendritic spine organization,19_GO:0009987 cellular process,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,998|2534|5728,CDC42|FYN|PTEN,-1.8
MyList,Chemical And Genetic Perturbations,13,M7429,BANDRES RESPONSE TO CARMUSTIN MGMT 24HR DN,,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,4982|5469|5888,TNFRSF11B|MED1|RAD51,-1.8
MyList,GO Biological Processes,19,GO:0048566,embryonic digestive tract development,19_GO:0032502 developmental process,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,2263|3576|25836,FGFR2|CXCL8|NIPBL,-1.8
MyList,Chemical And Genetic Perturbations,13,M10280,ZHAN LATE DIFFERENTIATION GENES UP,,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,596|3479|7504,BCL2|IGF1|XK,-1.8
MyList,KEGG Pathway,24,hsa03410,Base excision repair,,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,3146|5426|7515,HMGB1|POLE|XRCC1,-1.8
MyList,Chemical And Genetic Perturbations,13,M16114,SIMBULAN UV RESPONSE NORMAL DN,,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,999|1956|7422,CDH1|EGFR|VEGFA,-1.8
MyList,GO Biological Processes,19,GO:0002269,leukocyte activation involved in inflammatory response,19_GO:0002376 immune system process,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,3717|3725|6338,JAK2|JUN|SCNN1B,-1.8
MyList,GO Biological Processes,19,GO:0090183,regulation of kidney development,19_GO:0032502 developmental process,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,2625|2668|7422,GATA3|GDNF|VEGFA,-1.8
MyList,Chemical And Genetic Perturbations,13,M16584,LIU BREAST CANCER,,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,2068|9611|79083,ERCC2|NCOR1|MLPH,-1.8
MyList,Reactome Gene Sets,6,R-HSA-1839126,FGFR2 mutant receptor activation,,-2.2,7.8,4.2,30169,33,351,3,0.85,0.49,2248|2249|2263,FGF3|FGF4|FGFR2,-1.8
MyList,Reactome Gene Sets,6,R-HSA-5607764,CLEC7A (Dectin-1) signaling,,-2.2,4.3,3.6,30169,101,351,5,1.4,0.63,841|4790|5170|5970|6714,CASP8|NFKB1|PDPK1|RELA|SRC,-1.8
MyList,GO Biological Processes,19,GO:0035282,segmentation,19_GO:0032502 developmental process,-2.2,4.3,3.6,30169,101,351,5,1.4,0.63,472|2033|2303|7157|79728,ATM|EP300|FOXC2|TP53|PALB2,-1.8
MyList,KEGG Pathway,24,hsa04916,Melanogenesis,,-2.2,4.3,3.6,30169,101,351,5,1.4,0.63,1387|1499|2033|3845|5594,CREBBP|CTNNB1|EP300|KRAS|MAPK1,-1.8
MyList,GO Biological Processes,19,GO:0009914,hormone transport,19_GO:0051179 localization,-2.2,4.3,3.6,30169,101,351,5,1.4,0.63,1908|2625|3569|3784|6567,EDN3|GATA3|IL6|KCNQ1|SLC16A2,-1.8
MyList,GO Biological Processes,19,GO:0002712,regulation of B cell mediated immunity,19_GO:0002376 immune system process,-2.2,5.4,3.8,30169,64,351,4,1.1,0.57,4179|4292|7040|23529,CD46|MLH1|TGFB1|CLCF1,-1.8
MyList,GO Biological Processes,19,GO:0071384,cellular response to corticosteroid stimulus,19_GO:0050896 response to stimulus,-2.2,5.4,3.8,30169,64,351,4,1.1,0.57,2706|3717|6338|6340,GJB2|JAK2|SCNN1B|SCNN1G,-1.8
MyList,GO Biological Processes,19,GO:0048524,positive regulation of viral process,19_GO:0016032 viral process,-2.2,5.4,3.8,30169,64,351,4,1.1,0.57,3146|4851|5465|7153,HMGB1|NOTCH1|PPARA|TOP2A,-1.8
MyList,GO Biological Processes,19,GO:0035306,positive regulation of dephosphorylation,19_GO:0048518 positive regulation of biological process,-2.2,5.4,3.8,30169,64,351,4,1.1,0.57,3717|5528|6714|7040,JAK2|PPP2R5D|SRC|TGFB1,-1.8
MyList,GO Biological Processes,19,GO:0002889,regulation of immunoglobulin mediated immune response,19_GO:0002376 immune system process,-2.2,5.4,3.8,30169,64,351,4,1.1,0.57,4179|4292|7040|23529,CD46|MLH1|TGFB1|CLCF1,-1.8
MyList,Chemical And Genetic Perturbations,13,M15346,LEE LIVER CANCER E2F1 DN,,-2.2,5.4,3.8,30169,64,351,4,1.1,0.57,570|1956|3075|3479,BAAT|EGFR|CFH|IGF1,-1.8
MyList,GO Biological Processes,19,GO:0045143,homologous chromosome segregation,19_GO:0022414 reproductive process,-2.2,5.4,3.8,30169,64,351,4,1.1,0.57,472|4292|4361|83990,ATM|MLH1|MRE11|BRIP1,-1.8
MyList,Oncogenic Signatures,4,M2648,CYCLIN D1 KE .V1 UP,,-2.2,3.2,3.3,30169,188,351,7,2,0.75,224|1029|1290|4014|5351|9663|80781,ALDH3A2|CDKN2A|COL5A2|LORICRIN|PLOD1|LPIN2|COL18A1,-1.7
MyList,GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-2.2,3.2,3.3,30169,188,351,7,2,0.75,1387|2033|2534|3146|5469|6714|10084,CREBBP|EP300|FYN|HMGB1|MED1|SRC|PQBP1,-1.7
MyList,Immunologic Signatures,3,M8668,GSE34156 UNTREATED VS 6H NOD2 AND TLR1 TLR2 LIGAND TREATED MONOCYTE UP,,-2.2,3.2,3.3,30169,188,351,7,2,0.75,675|1908|4724|6416|9992|10000|81031,BRCA2|EDN3|NDUFS4|MAP2K4|KCNE2|AKT3|SLC2A10,-1.7
MyList,Oncogenic Signatures,4,M2666,AKT UP.V1 DN,,-2.2,3.2,3.3,30169,188,351,7,2,0.75,617|3257|3667|5317|56975|91252|147912,BCS1L|HPS1|IRS1|PKP1|FAM20C|SLC39A13|SIX5,-1.7
MyList,Chemical And Genetic Perturbations,13,M130,FISCHER G2 M CELL CYCLE,,-2.2,2.9,3.2,30169,236,351,8,2.3,0.8,701|1027|2534|4281|5889|7153|9531|11200,BUB1B|CDKN1B|FYN|MID1|RAD51C|TOP2A|BAG3|CHEK2,-1.7
MyList,Oncogenic Signatures,4,M2758,PTEN DN.V2 DN,,-2.2,3.6,3.4,30169,143,351,6,1.7,0.69,580|4281|5728|9992|23322|81027,BARD1|MID1|PTEN|KCNE2|RPGRIP1L|TUBB1,-1.7
MyList,GO Molecular Functions,21,GO:0005539,glycosaminoglycan binding,,-2.2,2.9,3.2,30169,237,351,8,2.3,0.8,2200|2249|2260|2263|3075|3576|3730|7422,FBN1|FGF4|FGFR1|FGFR2|CFH|CXCL8|ANOS1|VEGFA,-1.7
MyList,Immunologic Signatures,3,M7570,GSE21927 BALBC VS C57BL6 MONOCYTE SPLEEN DN,,-2.2,3.2,3.3,30169,189,351,7,2,0.75,585|3569|3725|3845|4835|5873|166379,BBS4|IL6|JUN|KRAS|NQO2|RAB27A|BBS12,-1.7
MyList,Chemical And Genetic Perturbations,13,M6813,IVANOVA HEMATOPOIESIS STEM CELL,,-2.2,3.2,3.3,30169,189,351,7,2,0.75,1565|2099|2625|3725|10499|55131|80781,CYP2D6|ESR1|GATA3|JUN|NCOA2|RBM28|COL18A1,-1.7
MyList,Chemical And Genetic Perturbations,13,M1577,BURTON ADIPOGENESIS 3,,-2.2,4.2,3.5,30169,102,351,5,1.4,0.63,672|5888|6240|7153|84153,BRCA1|RAD51|RRM1|TOP2A|RNASEH2C,-1.7
MyList,GO Cellular Components,20,GO:0005903,brush border,,-2.2,4.2,3.5,30169,102,351,5,1.4,0.63,2317|5172|5824|10083|10999,FLNB|SLC26A4|PEX19|USH1C|SLC27A4,-1.7
MyList,Chemical And Genetic Perturbations,13,M5601,BROWNE HCMV INFECTION 20HR DN,,-2.2,4.2,3.5,30169,102,351,5,1.4,0.63,30|585|701|10000|10468,ACAA1|BBS4|BUB1B|AKT3|FST,-1.7
MyList,Reactome Gene Sets,6,R-HSA-9694516,SARS-CoV-2 Infection,,-2.2,2.7,3.1,30169,288,351,9,2.6,0.84,207|1387|5170|5781|5925|8086|10000|84282|91662,AKT1|CREBBP|PDPK1|PTPN11|RB1|AAAS|AKT3|RNF135|NLRP12,-1.7
MyList,Immunologic Signatures,3,M9003,GSE37533 UNTREATED VS PIOGLIZATONE TREATED CD4 TCELL PPARG2 AND FOXP3 TRASDUCED UP,,-2.2,3.6,3.4,30169,144,351,6,1.7,0.69,783|1950|4128|4194|10743|23529,CACNB2|EGF|MAOA|MDM4|RAI1|CLCF1,-1.7
MyList,GO Cellular Components,20,GO:0098552,side of membrane,,-2.2,2,2.9,30169,685,351,16,4.6,1.1,207|999|2214|2534|2811|3845|3932|5728|5879|6338|6340|6714|6892|7054|7827|9244,AKT1|CDH1|FCGR3A|FYN|GP1BA|KRAS|LCK|PTEN|RAC1|SCNN1B|SCNN1G|SRC|TAPBP|TH|NPHS2|CRLF1,-1.7
MyList,GO Molecular Functions,21,GO:0004857,enzyme inhibitor activity,,-2.2,2.4,3,30169,395,351,11,3.1,0.93,551|1027|1029|3730|4851|5054|6125|8850|11005|51422|161742,AVP|CDKN1B|CDKN2A|ANOS1|NOTCH1|SERPINE1|RPL5|KAT2B|SPINK5|PRKAG2|SPRED1,-1.7
MyList,Chemical And Genetic Perturbations,13,M10243,FLECHNER PBL KIDNEY TRANSPLANT REJECTED VS OK UP,,-2.2,5.3,3.8,30169,65,351,4,1.1,0.57,545|4358|8036|9533,ATR|MPV17|SHOC2|POLR1C,-1.7
